25.txt
P9SFRambla58-7045,14
GSmVictoria-992f,0
GSmVictoria-RK8da9,4
BCNmasnou24Rd1-d594,4
GSgranVia255-db37,13
BCNSantuari125Rd2-0474,5
GSgV-ns-a1a5,10
BCNLluc2-7b18,1
BCNAlbertLlanas26Rd1-d915,3
vllcBCNCmbr10Rd1MESH-8e15,6
SBLL-Victoria113-df85,9
SBLL-Victoria3-1800,3
BCNLlibertat39-9b24,8
PRLL-DoctorRobert1-086d,2
PRLL-EnricMorera77-e004,2
PRLL-FredericSoler60-175e,2
PRLL-PompeuFabra28-18fe,8
PRLL-Urgell21-0876,3
SBLL-JacintVerdaguer201-db97,8
SBLL-PabloPicasso15-e088,3
BCNSegre55-b07c,3
BCNRamonBatlle57Rd1-0b2f,1
BCNPonsiGallarza24Rd1-0e1d,5
BCNPalencia43Rd3-52f4,5
BCNPalencia43Rd1-2c2e,2
BCNNouBarris23Rd2-450d,6
BCNLlenguadoc21Rd1-0b5e,5
BCNLlenguadoc17rooftop-3958,7
BCN_RENART_49Rd2-f242,2
P9SFEspronceda9-52bb,6
P9SFEspronceda132-518c,13
P9SFCastanys31-1663,6
P9SFBilbao102-7df9,19
P9SFDrTrueta206-4e3b,14
P9SFCiutatGranada73-68f5,6
qMp-HW-Ermita11,2
P9SFDrTrueta183Rd2-b713,24
P9SFBadajoz93-6e99,4
SJD-Major46-07f3,6
SJD-GranCapita1-745e,10
SJD-Fontsanta48B-1833,12
SJD-FedericCasas9-74c3,6
SJD-FructuosGelabert1-d7b2,8
SJD-FredericCasas1F-0849,11
SJD-AvBarcelona23-1790,10
SJD-AVVElPi-1754,6
SJD-Domenech40-e2e7,11
SJD-AvGeneralitat20-924b,7
BCNSants186Rd1-993d,12
GS26gener10-8710,6
B2BJAVI73,2
CSmng26--3707,5
Aitor,3
qMp-9600,2
GSCallao3-d141,5
CRNLL-Travessera8-9132,11
PRLL-Caldetes5-0926,5
BCNNovell47-39be,3
CRNLL-DolorsAlmedaRoig92-def1,3
CRNLL-Florida40-078b,7
BCNPsgMdColl70-8e19,4
CRNLL-AvSalvadorAllende5-8ff0,8
CRNLL-JoanMaragall34-dd41,10
CRNLL-PassatgeDelicies2-91c8,6
CRNLL-IsaacPeral5-d953,5
CRNLL-JoanMaragall11-1ccd,7
SJD-SantFrancescDAsis20-df55,7
SJD-TorrentDEnNegre33-e173,9
SJD-RamblaJujol3-dd93,6
SJD-RamblaJujol54-18b1,9
SJD-Verdaguer42Sud-e1e8,13
SJD-qMp-Proves-239b,7
BCNServet131Rd1-f1a0,1
P9SFRocBoronat39-6f21,8
P9SFSantJoanMalta221-14f3,8
P9SFTaulat14-56f7,4
P9SFUPFRoofRd1-1a3e,15
P9SFPgCalvell35-5656,12
P9SFPujades194-5086,11
P9SFRambla68-163b,7
P9SFRambla82-6b29,6
P9SFUPFRoofRd2-4228,11
BCNLaCinetikaRd1-5847,5
BCNTorrasBages139Rd2-644e,2
BCNevaristoarnus5Rd9-c239,8
qMp_j2g2,2
BCNSants186Rd2-996c,8
BCNMelciorPalau62-6a4c,3
BCNValladolid22-d906,2
GSTriado51-68b9,3
BCNSantaCatalina59Rd2-f500,5
BCNSagunt62-1667,5
P9SFPerello50-1657,11
P9SFPallars164-f6ae,11
UPC-CN-C6-E104-Turoffner,1
BCNNapls292Rd1-984e,7
